ident,date,object_title,object_id,legacy_object_id,status,message,output__123702788__COL$A,output__123702788__COL$B,output__123702788__COL$C,output__123702788__COL$D,output__123702788__COL$E,output__123702788__COL$F,output__123702788__COL$G,output__123702788__COL$H,output__123702788__COL$I,output__123702788__id,output__123702788__row
009c25b2-e7c2-ad37-8043-dcc4e8ef8f81,2021-05-29T20:35:55.874698+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для девочек/Толстовки",,Толстовка,5799.00,gender:Женский|Размер:104|Цвет:Розовый|Пол:Женский|Возраст:Детский|Материал:Полиэстер-100%,https://www.bebakids.ru/upload/iblock/m/054/170213_8073_1.jpeg,2399.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Ftolstovka-yb12619-y-clu-8073%2F%3Fsize%3D104,Y-clu',4734,4734
009c25b2-94ca-a9e3-b65c-ebdff4365dd1,2021-05-29T20:35:53.925232+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для мальчиков/Футболки",,Лонгслив,2899.00,gender:Мужской|Размер:140-146|Цвет:Серый|Пол:Мужской|Возраст:Детский|Материал:Шерсть мериноса-100%,https://www.bebakids.ru/upload/iblock/m/ad4/182573_1737_1.jpeg,1999.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Flongsliv-4sj2hlru-01420-norveg-1737%2F%3Fsize%3D140-146,Norveg,4754,4754
009c25b2-a345-acfb-b059-f3f80a1f3cf1,2021-05-29T20:35:53.858613+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для девочек/Комбинезоны",,Полукомбинезон,8599.00,gender:Женский|Размер:104|Цвет:Бежевый|Пол:Женский|Возраст:Детский|Материал:Полиэстер-100%,https://www.bebakids.ru/upload/iblock/m/542/181392_8403_1.jpeg,7999.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fpolukombinezon-274063-poivre-blanc-8403%2F%3Fsize%3D104,Poivre Blanc,4755,4755
009c25b2-f894-a64b-8e79-943a0257fce1,2021-05-29T20:35:53.764794+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для девочек/Верхняя одежда/Куртки",,Куртка,22799.00,gender:Женский|Размер:140|Цвет:Белый|Пол:Женский|Возраст:Детский|Материал:Полиэстер-100%,https://www.bebakids.ru/upload/iblock/m/dff/182631_8425_1.jpeg,18299.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fkurtka-274013-poivre-blanc-8425%2F%3Fsize%3D140,Poivre Blanc,4756,4756
009c25b2-e565-af0b-95e5-dff009d57f31,2021-05-29T20:35:53.674868+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для девочек/Белье и купальники/Термобелье",,Легинсы,1999.00,gender:Женский|Размер:100|Цвет:Черный|Пол:Женский|Возраст:Детский,https://www.bebakids.ru/upload/iblock/m/b6f/166666_7_1.jpeg,699.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fleginsy-uteplenye-gb18401-2010917-mnc-7%2F%3Fsize%3D100,MNC,4757,4757
009c25b2-706e-a2ec-af71-1fd967a83331,2021-05-29T20:35:53.594417+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для мальчиков/Шарфы",,Шарф-трансформер,799.00,gender:Мужской|Размер:UNI|Цвет:Разноцветный|Пол:Мужской|Возраст:Детский|Материал:Шерсть мериноса-100%,https://www.bebakids.ru/upload/iblock/m/af6/182610_8422_1.jpeg,699.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fsharf-transformer-7wburu-14020-norveg-8422%2F%3Fsize%3D%25C5%25E4%25E8%25ED%25FB%25E9,Norveg,4758,4758
009c25b2-d9d7-a014-84f6-4814d8880241,2021-05-29T20:35:53.486805+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для девочек/Свитеры и кардиганы",,Водолазка,1999.00,"gender:Женский|Размер:157|Цвет:Серый|Пол:Женский|Возраст:Детский|Материал:Вискоза-96%, Эластан-4%",https://www.bebakids.ru/upload/iblock/m/59a/177480_61_1.jpeg,899.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fvodolazka-7.00216-mayoral-61%2F%3Fsize%3D157,Mayoral,4759,4759
009c25b2-131e-a7c3-b4af-881d1209a301,2021-05-29T20:35:53.418830+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Обувь/Обувь для мальчиков/Ботинки",,Полуботинки,3899.00,gender:Мужской|Размер:39|Цвет:Черный|Пол:Мужской|Возраст:Детский|Материал:Кожа искусственная-100%,https://www.bebakids.ru/upload/iblock/m/c69/124628_7_1.jpeg,1999.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fpolubotinki-17860902-11-keddo-7%2F%3Fsize%3D39,Keddo,4760,4760
009c25b2-5f1c-a8c6-963d-7e2d0ae85a31,2021-05-29T20:35:53.336809+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для мальчиков/Головные уборы",,Шапка,1499.00,gender:Мужской|Размер:48-50|Цвет:Синий|Пол:Мужской|Возраст:Для малышей|Материал:Хлопок-100%,https://www.bebakids.ru/upload/iblock/m/55f/118671_4_1.jpeg,599.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fshapka-bebi-akula-19515-1607-noble-people-4%2F%3Fsize%3D48-50,Noble People,4761,4761
009c25b2-d7b5-a77f-818d-7f43b49c6201,2021-05-29T20:35:53.242842+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для девочек/Футболки и топы",,Лонгслив,2399.00,gender:Женский|Размер:128-134|Цвет:Белый|Пол:Женский|Возраст:Детский|Материал:Хлопок-100%,https://www.bebakids.ru/upload/iblock/m/bfb/159658_510_1.jpeg,799.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Flongsliv-tf18596-to-be-too-510%2F%3Fsize%3D128-134,To Be Too,4762,4762
009c25b2-33cd-a124-9a78-da3b6fd22581,2021-05-29T20:35:53.152007+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для мальчиков/Колготки и носки",,Носки,899.00,"gender:Мужской|Размер:17-19|Цвет:Серый|Пол:Мужской|Возраст:Детский|Материал:Шерсть мериноса-60%, Поликолон-37%, Эластан-3%",https://www.bebakids.ru/upload/iblock/m/27b/163916_61_1.jpeg,699.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fnoski-9thuru-041-norveg-61%2F%3Fsize%3D17-19,Norveg,4763,4763
009c25b2-2258-ac84-a67c-d05a3602c4c1,2021-05-29T20:35:53.055956+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для девочек/Верхняя одежда/Комбинезоны",,Комбинезон,15799.00,gender:Женский|Размер:80|Цвет:Розовый|Пол:Женский|Возраст:Для малышей|Материал:Полиэстер-100%,https://www.bebakids.ru/upload/iblock/m/730/183564_8458_1.jpeg,7999.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fkombinezon-7902a-922-wheat-outerwear-8458%2F%3Fsize%3D80,Wheat outerwear,4764,4764
009c25b2-a990-a748-b77f-f3af27e4da21,2021-05-29T20:35:52.947504+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для девочек/Брюки",,Брюки,4999.00,"gender:Мужской|Размер:128|Цвет:Синий|Пол:Мужской|Возраст:Детский|Материал:Хлопок-97%, Эластан-3%",https://www.bebakids.ru/upload/iblock/m/30b/178762_44_1.jpeg,1999.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fbryuki-chinos-pp1435-paolo-pecora-44%2F%3Fsize%3D128,Paolo Pecora,4765,4765
009c25b2-41e6-a3ac-86f1-5932f6711cc1,2021-05-29T20:35:52.867094+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для мальчиков/Костюмы и форма",,Костюм,7999.00,"gender:Мужской|Размер:152|Цвет:Синий|Пол:Мужской|Возраст:Детский|Материал:Полиэстер-70%, Вискоза-30%",https://www.bebakids.ru/upload/iblock/m/6bd/140988_497_1.jpeg,3999.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fkostyum-dvoyka-18608-096-noble-people-497%2F%3Fsize%3D152,Noble People,4766,4766
009c25b2-0e18-ae67-b013-bd28e3fa2841,2021-05-29T20:35:52.751875+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для девочек/Футболки и топы",,Лонгслив,2299.00,"gender:Женский|Размер:98|Цвет:Белый|Пол:Женский|Возраст:Детский|Материал:Хлопок-94%, Эластан-6%",https://www.bebakids.ru/upload/iblock/m/e73/170753_48_1.jpeg,699.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Flongsliv-gb2041-gaialuna-48%2F%3Fsize%3D98,Gaialuna,4767,4767
009c25b2-ff31-aaf1-94ad-8bded05bc201,2021-05-29T20:35:52.691711+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для девочек/Футболки и топы",,Лонгслив,2899.00,"gender:Женский|Размер:104|Цвет:Белый|Пол:Женский|Возраст:Детский|Материал:Хлопок-94%, Эластан-6%",https://www.bebakids.ru/upload/iblock/m/227/178505_205_1.jpeg,1199.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Flongsliv-tf19995-to-be-too-205%2F%3Fsize%3D104,To Be Too,4768,4768
009c25b2-f8d5-a86a-b309-a441ca14fa41,2021-05-29T20:35:52.596401+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для девочек/Футболки и топы",,Майка,2999.00,"gender:Женский|Размер:116|Цвет:Разноцветный|Пол:Женский|Возраст:Детский|Материал:Хлопок-95%, Эластан-5%",https://www.bebakids.ru/upload/iblock/m/481/192208_8748_1.jpeg,1299.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fmayka-reba-2s20a109-6067-molo-8748%2F%3Fsize%3D116,Molo,4769,4769
009c25b2-790e-a186-9f82-eebc7b2eb0b1,2021-05-29T20:35:52.533880+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для мальчиков/Перчатки",,Перчатки,1499.00,"gender:Мужской|Размер:19-19,5|Цвет:Зеленый|Пол:Мужской|Возраст:Детский",https://www.bebakids.ru/upload/iblock/m/a7e/166588_13_1.jpeg,599.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fperchatki-sensornye-vyazanye-n-192-mnc-13%2F%3Fsize%3D19-19%252C5,MNC,4770,4770
009c25b2-d323-ab60-b60e-b3b4a2b7dc81,2021-05-29T20:35:52.428202+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для мальчиков/Шорты",,Шорты,5599.00,gender:Мужской|Размер:122|Цвет:Голубой|Пол:Мужской|Возраст:Детский|Материал:Хлопок-100%,https://www.bebakids.ru/upload/iblock/m/775/192214_8752_1.jpeg,2299.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fshorty-adrik-1s20h107-8166-molo-8752%2F%3Fsize%3D122,Molo,4771,4771
009c25b2-1599-afde-bcda-1643bde75211,2021-05-29T20:35:52.339971+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для мальчиков/Футболки",,Футболка,4499.00,gender:Мужской|Размер:122|Цвет:Белый|Пол:Мужской|Возраст:Детский|Материал:Хлопок-100%,https://www.bebakids.ru/upload/iblock/m/3e1/192202_8749_1.jpeg,1899.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Ffutbolka-road-1s20a207-7179-molo-8749%2F%3Fsize%3D122,Molo,4772,4772
009c25b2-a511-ae23-b543-eeccf23e5791,2021-05-29T20:35:52.268391+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для девочек/Головные уборы",,Шапка,1999.00,gender:Женский|Размер:54-58|Цвет:Синий|Пол:Женский|Возраст:Детский|Материал:Нейлон-100%,https://www.bebakids.ru/upload/iblock/m/124/166766_7557_1.jpeg,699.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fshapka-aw19kgn75004-vingino-7557%2F%3Fsize%3D54-58,Vingino,4773,4773
009c25b2-191f-aa60-8c18-ee4d9905c9e1,2021-05-29T20:35:52.178442+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Аксессуары",,Ободок,1299.00,gender:Женский|Размер:UNI|Цвет:Разноцветный|Пол:Женский|Возраст:Детский|Материал:Войлок-100%,https://www.bebakids.ru/upload/iblock/m/eff/175452_1464_1.jpeg,699.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fobodok-kletka-s-tsvetkom-29518-394-noble-people-1464%2F%3Fsize%3D%25C5%25E4%25E8%25ED%25FB%25E9,Noble People,4774,4774
009c25b2-2832-a70a-9eb6-f05b71bce5a1,2021-05-29T20:35:52.088608+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Обувь/Обувь для девочек/Сапоги",,Сапоги,3995.00,gender:Женский|Размер:31|Цвет:Коричневый|Пол:Женский|Возраст:Детский,https://www.bebakids.ru/upload/iblock/m/8c3/145002_10_1.jpeg,1999.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fsapogi-33610-0419-vicco-10%2F%3Fsize%3D31,Vicco,4775,4775
009c25b2-14ed-a159-be52-4d3b451bd7a1,2021-05-29T20:35:52.023486+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Обувь/Обувь для девочек/Сапоги",,Сапоги,6499.00,gender:Женский|Размер:33|Цвет:Черный|Пол:Женский|Возраст:Детский|Материал:Замша-100%,https://www.bebakids.ru/upload/iblock/m/210/176149_7_1.jpeg,4599.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fsapogi-99834501-04-betsy-7%2F%3Fsize%3D33,Betsy,4776,4776
009c25b2-60ae-ae6b-bed1-629c4dec6f91,2021-05-29T20:35:51.923801+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Обувь/Обувь для девочек/Ботинки",,Ботинки,4399.00,gender:Женский|Размер:28|Цвет:Желтый|Пол:Женский|Возраст:Для малышей|Материал:Текстиль-100%,https://www.bebakids.ru/upload/iblock/m/d21/176210_21_1.jpeg,2999.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fbotinki-so-svetodiodami-42279-1-kapika-21%2F%3Fsize%3D28,Kapika,4777,4777
009c25b2-eb8c-ab45-af26-971ca1cefb61,2021-05-29T20:35:51.812551+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для мальчиков/Галстуки",,Галстук,499.00,gender:Мужской|Размер:UNI|Цвет:Красный|Пол:Мужской|Возраст:Детский|Материал:Микрофибра,https://www.bebakids.ru/upload/iblock/m/4ca/130023_1780_1.jpeg,299.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fgalstuk-stilmark2-amarant-1780%2F%3Fsize%3D%25C5%25E4%25E8%25ED%25FB%25E9,Амарант,4778,4778
009c25b2-8e41-af9d-a7a8-36737dc5cd31,2021-05-29T20:35:51.718839+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для девочек/Шарфы",,Шарф,1999.00,gender:Женский|Размер:UNI|Цвет:Зеленый|Пол:Женский|Возраст:Детский|Материал:Синтетический материал,https://www.bebakids.ru/upload/iblock/m/bc9/166233_11_1.jpeg,499.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fsharf-open-sh02-marcely-11%2F%3Fsize%3D%25C5%25E4%25E8%25ED%25FB%25E9,Marcely,4779,4779
009c25b2-8ff5-a2ad-ad27-7e6ae366c961,2021-05-29T20:35:51.647077+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для девочек/Футболки и топы",,Лонгслив,2299.00,gender:Женский|Размер:76|Цвет:Белый|Пол:Женский|Возраст:Для малышей|Материал:Хлопок-100%,https://www.bebakids.ru/upload/iblock/m/58e/170827_48_1.jpeg,699.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Flongsliv-gn2159-gaialuna-48%2F%3Fsize%3D76,Gaialuna,4780,4780
009c25b2-9209-a2dc-a3a7-54298afdee21,2021-05-29T20:35:51.550325+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для девочек/Юбки",,Юбка,4599.00,"gender:Женский|Размер:134|Цвет:Разноцветный|Пол:Женский|Возраст:Детский|Материал:Хлопок-97%, Эластан-3%",https://www.bebakids.ru/upload/iblock/m/a02/170629_245_1.jpeg,1399.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fyubka-g1871-gaialuna-245%2F%3Fsize%3D134,Gaialuna,4781,4781
009c25b2-c04e-a2a7-a835-38163ba4d491,2021-05-29T20:35:51.474154+00:00,Google Sheets → Adalo,123702788,,throttled,,"Детские товары/Обучение и творчество/Товары для школы/Ранцы, рюкзаки, сумки, папки",,Рюкзак,3999.00,gender:Женский|Размер:UNI|Цвет:Черный|Пол:Женский|Материал:Полиэстер-100%,https://www.bebakids.ru/upload/iblock/m/31b/191925_7_1.jpeg,2999.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fryukzak-sm201-black-bagrio-7%2F%3Fsize%3D%25C5%25E4%25E8%25ED%25FB%25E9%2B%25F8%25EA%25EE%25EB%25E0,BagRio,4782,4782
009c25b2-ae0c-a8d9-a8dc-76a9ff0c3021,2021-05-29T20:35:51.401703+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для девочек/Брюки",,Легинсы,8699.00,"gender:Женский|Размер:128|Цвет:Коричневый|Пол:Женский|Возраст:Детский|Материал:Хлопок-96%, Эластан-4%",https://www.bebakids.ru/upload/iblock/m/edb/171158_61_1.jpeg,2699.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fleginsy-cu296-custo-barcelona-61%2F%3Fsize%3D128,Custo Barcelona,4783,4783
009c25b2-1197-a4be-8eeb-e4123ddb0201,2021-05-29T20:35:51.338988+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для девочек/Толстовки",,Толстовка,4999.00,"gender:Женский|Размер:98|Цвет:Черный|Пол:Женский|Возраст:Детский|Материал:Хлопок-95%, Эластан-5%",https://www.bebakids.ru/upload/iblock/m/b72/172343_46_1.jpeg,1599.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Ftolstovka-fl2381-meilisa-bai-46%2F%3Fsize%3D98,Meilisa Bai,4784,4784
009c25b2-fa9f-ae97-a2af-ad48ac3c7d61,2021-05-29T20:35:51.239576+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для девочек/Свитеры и кофты",,Свитшот,4499.00,"gender:Женский|Размер:98|Цвет:Черный|Пол:Женский|Возраст:Детский|Материал:Хлопок-95%, Эластан-5%",https://www.bebakids.ru/upload/iblock/m/251/172246_46_1.jpeg,1399.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fsvitshot-fl2393-meilisa-bai-46%2F%3Fsize%3D98,Meilisa Bai,4785,4785
009c25b2-33b8-a7f7-a275-291a44bcb7c1,2021-05-29T20:35:51.184927+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для девочек/Футболки и топы",,Футболка,1999.00,"gender:Женский|Размер:140|Цвет:Белый|Пол:Женский|Возраст:Детский|Материал:Хлопок-95%, Эластан-5%",https://www.bebakids.ru/upload/iblock/m/8f6/186111_61_1.jpeg,999.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Ffutbolka-6.01241-mayoral-61%2F%3Fsize%3D140,Mayoral,4786,4786
009c25b2-c4e7-aa2c-bb37-a2d0b8899f21,2021-05-29T20:35:51.102189+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для девочек/Футболки и топы",,Лонгслив,2499.00,"gender:Женский|Размер:128|Цвет:Зеленый|Пол:Женский|Возраст:Детский|Материал:Хлопок-96%, Эластан-4%",https://www.bebakids.ru/upload/iblock/m/ea4/170325_1995_1.jpeg,999.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Flongsliv-y12198-y-clu-1995%2F%3Fsize%3D128,Y-clu',4787,4787
009c25b2-6e8e-a48e-a7ad-94ce280ab7e1,2021-05-29T20:35:51.038347+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для девочек/Юбки",,Юбка,5899.00,"gender:Женский|Размер:98|Цвет:Разноцветный|Пол:Женский|Возраст:Детский|Материал:Полиэстер-78%, Вискоза-19%, Эластан-3%",https://www.bebakids.ru/upload/iblock/m/312/172346_61_1.jpeg,1799.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fyubka-fl2390-meilisa-bai-61%2F%3Fsize%3D98,Meilisa Bai,4788,4788
009c25b2-8292-ab42-b348-d8cba842cc51,2021-05-29T20:35:50.948102+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для мальчиков/Джинсы",,Джинсы,5699.00,gender:Мужской|Размер:98|Цвет:Синий|Пол:Мужской|Возраст:Детский,https://www.bebakids.ru/upload/iblock/m/460/178573_1200_1.jpeg,2299.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fdzhinsy-sg8179-street-gang-1200%2F%3Fsize%3D98,Street Gang,4789,4789
009c25b2-029b-a4fc-9019-881cb8838d01,2021-05-29T20:35:50.852262+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для мальчиков/Футболки",,Лонгслив,2299.00,gender:Мужской|Размер:104|Цвет:Белый|Пол:Мужской|Возраст:Детский|Материал:Хлопок-100%,https://www.bebakids.ru/upload/iblock/m/d6a/151252_510_1.jpeg,699.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Flongsliv-byb2358-y-clu-510%2F%3Fsize%3D104,Y-clu',4790,4790
009c25b2-8031-a97e-a0a5-c3417b8fe8c1,2021-05-29T20:35:50.746761+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для мальчиков/Футболки",,Поло,2399.00,"gender:Мужской|Размер:98|Цвет:Красный|Пол:Мужской|Возраст:Детский|Материал:Хлопок-99%, Эластан-1%",https://www.bebakids.ru/upload/iblock/m/285/185827_61_1.jpeg,1199.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fpolo-3.14736-mayoral-61%2F%3Fsize%3D98,Mayoral,4791,4791
009c25b2-d35a-ac3a-a644-35ad9c0cf591,2021-05-29T20:35:50.666495+00:00,Google Sheets → Adalo,123702788,,throttled,,"Одежда, обувь и аксессуары/Детская одежда/Для девочек/Свитеры и кардиганы",,Водолазка,4399.00,"gender:Женский|Размер:122|Цвет:Белый|Пол:Женский|Возраст:Детский|Материал:Хлопок-65%, Вискоза-35%",https://www.bebakids.ru/upload/iblock/m/a80/181888_9_1.jpeg,2299.00,https://ad.admitad.com/g/321b5af526b1853a87337f2bf10faa/?i=5&f_id=2587&ulp=https%3A%2F%2Fwww.bebakids.ru%2Fitem%2Fvodolazka-819118-de-salitto-9%2F%3Fsize%3D122,De Salitto,4792,4792
